variant_name,seed,payoff_preset,compat_N,well_mixed,mutation_rate,dunbar_limit,player_speed,cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,share_QLEARN,share_AQLEARN,d_share_window,nb_character_changes
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16600,0.18,0.015,0.52,0.055,0.07,0.085,0.075,0.0,0.0,0.8266666666666667,514
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16700,0.18,0.015,0.525,0.05,0.065,0.085,0.08,0.0,0.0,0.8140495867768595,517
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16800,0.18,0.015,0.52,0.05,0.065,0.09,0.08,0.0,0.0,0.7984189723320159,519
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,16900,0.18,0.015,0.515,0.05,0.065,0.095,0.08,0.0,0.0,0.7417582417582418,523
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17000,0.18,0.015,0.515,0.05,0.06,0.1,0.08,0.0,0.0,0.6807228915662651,524
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17100,0.18,0.015,0.52,0.05,0.06,0.1,0.075,0.0,0.0,0.726530612244898,529
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17200,0.18,0.015,0.535,0.05,0.055,0.095,0.07,0.0,0.0,0.7649769585253456,536
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17300,0.175,0.02,0.535,0.05,0.055,0.095,0.07,0.0,0.0,0.7587939698492462,537
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17400,0.175,0.02,0.54,0.05,0.055,0.095,0.065,0.0,0.0,0.6722222222222223,538
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17500,0.175,0.02,0.54,0.05,0.06,0.09,0.065,0.0,0.0,0.709375,539
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17600,0.175,0.02,0.54,0.05,0.06,0.09,0.065,0.0,0.0,0.6620689655172414,539
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17700,0.175,0.02,0.54,0.055,0.055,0.09,0.065,0.0,0.0,0.7391304347826086,542
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17800,0.165,0.02,0.555,0.055,0.055,0.085,0.065,0.0,0.0,0.6605504587155964,545
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,17900,0.165,0.02,0.555,0.055,0.055,0.085,0.065,0.0,0.0,0.7678571428571429,545
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18000,0.165,0.02,0.555,0.055,0.055,0.085,0.065,0.0,0.0,0.7587719298245614,547
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18100,0.16,0.02,0.565,0.05,0.055,0.08,0.07,0.0,0.0,0.7152777777777778,550
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18200,0.155,0.02,0.57,0.05,0.055,0.08,0.07,0.0,0.0,0.7549668874172185,551
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18300,0.155,0.02,0.58,0.045,0.05,0.08,0.07,0.0,0.0,0.8636363636363636,553
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18400,0.16,0.015,0.585,0.045,0.05,0.075,0.07,0.0,0.0,0.8848167539267016,556
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18500,0.16,0.015,0.59,0.045,0.045,0.075,0.07,0.0,0.0,0.883248730964467,557
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18600,0.155,0.015,0.595,0.045,0.045,0.075,0.07,0.0,0.0,0.8465608465608465,558
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18700,0.155,0.01,0.6,0.045,0.045,0.075,0.07,0.0,0.0,0.8790322580645161,559
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18800,0.155,0.01,0.595,0.045,0.05,0.075,0.07,0.0,0.0,0.8421052631578947,560
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,18900,0.15,0.01,0.6,0.045,0.05,0.075,0.07,0.0,0.0,0.8236994219653179,561
S2_pairs,686818433,weak_PD,200,False,0.0,0,0.1,19000,0.15,0.01,0.6,0.045,0.05,0.075,0.07,0.0,0.0,0.868421052631579,561
