variant_name,prediction,seed,compat_N,well_mixed,payoff_preset,payoff_T,payoff_R,payoff_P,payoff_S,evolution_on,mutation_rate,fermi_k,evolution_interval,dunbar_limit,vision_radius,player_speed,end_cycle,share_TFT,share_ALLC,share_ALLD,share_FTFT,share_TF2T,share_GRIM,share_WSLS,d_share,exploit_last_window,payoff_ALLD,payoff_TFT,payoff_all,known_partners,distinct_partners,games_per_partner,exceeding_dunbar,fixated,stabilized,alld_trend_10k,nb_character_changes
S2_pairs,S2,381425458,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.11400000000000002,0.06899999999999999,0.45150000000000007,0.11100000000000002,0.08749999999999998,0.08249999999999999,0.08449999999999999,0.5442036376671687,0.08145065398335315,0.37473408468463115,0.3725393291288023,0.40189793121713635,5.0,19.42,99.3705240822387,1.0,False,True,-0.010894771579085217,5645
S2_pairs,S2,1620985466,200,False,weak_PD,1.6,1.0,0.0,0.0,True,0.01,0.5,100,5,30,0.1,100000,0.076,0.06400000000000002,0.48650000000000004,0.05750000000000001,0.16849999999999998,0.09,0.05750000000000001,0.676882739691004,0.047257876312718786,0.3327504245008577,0.3610410148177721,0.35747851200583936,5.0,19.68,94.38617585979708,1.0,False,True,-0.008937899751597906,5291
S2_pairs,S2,2121129191,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,5,30,0.1,100000,0.11100000000000002,0.10200000000000001,0.45099999999999996,0.0365,0.07649999999999998,0.133,0.09,0.5647178965227346,0.016050583657587547,1.0857029301689336,1.5212396678622928,1.2696168635974434,5.0,20.65,99.01831616271113,1.0,False,True,0.019372205488821407,5590
S2_pairs,S2,686818433,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,5,30,0.1,100000,0.1025,0.06999999999999999,0.422,0.09799999999999999,0.118,0.0615,0.12800000000000003,0.6383931050393677,0.029651593773165306,1.4612444930916797,1.5663870674274722,1.4857996123864174,5.0,20.38,96.6193604782723,0.995,False,True,0.006251545006183687,5810
S2_pairs,S2,744720527,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,5,30,0.1,100000,0.10900000000000001,0.06799999999999999,0.41949999999999993,0.12349999999999998,0.10049999999999999,0.05600000000000001,0.12349999999999998,0.5507806985729136,0.014134275618374558,1.1899419130431366,1.3002696964736766,1.2312005548533735,5.0,20.48,91.4341766813855,1.0,False,True,-0.001509798039189227,5459
S2_pairs,S2,381425458,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,5,30,0.1,100000,0.13399999999999998,0.03799999999999999,0.374,0.11000000000000001,0.152,0.1255,0.06650000000000002,0.4896962600849947,0.024103831891223733,1.1081228967603103,1.0467009502121036,1.1680052308517859,5.0,20.18,98.26207295799651,1.0,False,True,-0.005091308365232546,5531
S2_pairs,S2,1620985466,200,False,snowdrift,4.0,3.0,0.0,2.0,True,0.01,0.5,100,5,30,0.1,100000,0.0665,0.08050000000000002,0.43599999999999994,0.12600000000000003,0.11700000000000002,0.093,0.08099999999999999,0.7202371584172556,0.056,1.1567652459712916,1.2971582664877837,1.2617101591466993,4.99,19.85,96.92040419090179,0.995,False,True,-0.0011615566462273173,5338
S2_pairs,S2,2121129191,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,15,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.319327915028796,0.0,1.319327915028796,14.58,19.36,99.97703011837307,0.765,True,True,0.0016158304633218533,555
S2_pairs,S2,686818433,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,15,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.323675926493993,0.0,1.323675926493993,14.53,19.95,98.260926900683,0.775,True,True,0.0,472
S2_pairs,S2,744720527,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,15,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2226424887603016,0.0,1.2226424887603016,14.625,19.83,92.82767715503394,0.79,True,True,0.0012320449281775154,367
S2_pairs,S2,381425458,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,15,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2916239397463174,0.0,1.2916239397463174,14.645,19.47,97.99573307597697,0.795,True,True,0.0,436
S2_pairs,S2,1620985466,200,False,PD_classic,9.0,5.0,1.0,0.0,True,0.0,0.5,100,15,30,0.1,100000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2675660636780726,0.0,1.2675660636780726,14.75,19.99,93.62162090086477,0.83,True,True,0.0,478
